CS_ID	Keyword_ID	Intent_1	Authority
CS_14628	causes of burping too much	Direct Answer	General
CS_14629	fractured elbow symptoms	Direct Answer	Expert
CS_14630	coping skills exercises	Direct Answer	General
CS_14631	treatment for very dry skin	Guide	Expert
CS_14632	home potassium test	Generic	Expert
CS_14633	ear drops for clogged ears	Direct Answer	Expert
CS_14634	home remedy for insomnia	Generic	General
CS_14635	joint juice side effects	Direct Answer	Expert
CS_14636	hip arthritis exercises	Guide	Expert
CS_14637	what is amyloid protein	Generic	Expert
CS_14638	l1 l2 disc herniation	Generic	Expert
CS_14639	thyroid disease	Generic	Expert
CS_14640	dog distemper symptoms	Direct Answer	Expert
CS_14641	high protein levels in blood	Generic	Expert
CS_14642	chemical stress test risks	Direct Answer	Expert
CS_14643	lung airspace disease	Generic	Expert
CS_14644	healing shingles rash	Generic	Expert
CS_14645	cancer society logo	Generic	General
CS_14646	pacemaker operation risks	Direct Answer	Expert
CS_14647	causes for colon cancer	Direct Answer	Expert
CS_14648	catholic baptism records	Generic	General
CS_14649	treatment of syringomyelia	Guide	Expert
CS_14650	how much for an eye lift	Transactional	Expert
CS_14651	lung needle biopsy	Generic	Expert
CS_14652	7-keto side effects	Direct Answer	Expert
CS_14653	herbs for bladder infection	Generic	Expert
CS_14654	doctor malpractice cases	Generic	General
CS_14655	child illness symptoms	Direct Answer	Expert
CS_14656	doctor referral	Generic	Expert
CS_14657	colostomy vs ileostomy	Direct Answer	Expert
CS_14658	what is acid reflux	Generic	Expert
CS_14659	gallbladder diet after removal	Generic	Expert
CS_14660	oxygen toxicity treatment	Guide	Expert
CS_14661	thyroid test	Generic	Expert
CS_14662	signs of prostate cancer	Direct Answer	Expert
CS_14663	what is bladder cancer symptoms	Direct Answer	Expert
CS_14664	robotic hernia surgery	Direct Answer	Expert
CS_14665	what is epa and dha	Generic	Expert
CS_14666	psa 3 test	Generic	Expert
CS_14667	neutrophil absolute count	Generic	Expert
CS_14668	stress management quiz	Direct Answer	General
CS_14669	c diff bacteria symptoms	Direct Answer	General
CS_14670	how is als inherited	Direct Answer	Expert
CS_14671	spinal fluid pressure	Generic	Expert
CS_14672	causes of runny nose	Direct Answer	Expert
CS_14673	what is rohs compliant	Generic	Expert
CS_14674	ibuprofen 500mg	Generic	Expert
CS_14675	diseases from deer	Direct Answer	Expert
CS_14676	hepatic lesions	Generic	Expert
CS_14677	geriatric medical doctors	Generic	Expert
CS_14678	senility symptoms	Direct Answer	Expert
CS_14679	what is systane ultra	Generic	Expert
CS_14680	buzzing in ears remedy	Guide	Expert
CS_14681	tay sachs disease images	Resource	General
CS_14682	arthritis cream for hands	Generic	Expert
CS_14683	names of vaccines	Generic	Expert
CS_14684	learning to eat with dentures	Generic	Expert
CS_14685	do i have bed bugs bites	Generic	Expert
CS_14686	dr burzynski lung cancer	Generic	General
CS_14687	pictures of scabies on hands	Resource	General
CS_14688	sore tailbone causes	Direct Answer	Expert
CS_14689	what is an acute illness	Generic	Expert
CS_14690	stage 4 duodenal cancer	Generic	Expert
CS_14691	fissure symptoms	Direct Answer	Expert
CS_14692	left foot ankle swelling	Generic	Expert
CS_14693	what is a gluten free diet	Generic	Expert
CS_14694	new lymphoma treatments	Guide	Expert
CS_14695	what is creatinine clearance	Generic	Expert
CS_14696	first symptoms of hiv in men	Direct Answer	Expert
CS_14697	what is chf exacerbation	Generic	Expert
CS_14698	what causes severe nausea	Direct Answer	Expert
CS_14699	head shaking	Generic	Expert
CS_14700	thyroid surgery	Generic	Expert
CS_14701	stop bleeding cut	Guide	Expert
CS_14702	cedars sinai hospital	Navigational	General
CS_14703	spiculated lung nodules	Generic	Expert
CS_14704	lalaloopsy gams	Generic	General
CS_14705	flax seed powder benefits	Direct Answer	General
CS_14706	herniated stomach	Generic	Expert
CS_14707	what makes blood thin	Generic	Expert
CS_14708	different types of seizures	Generic	Expert
CS_14709	olecranon bursitis pictures	Resource	General
CS_14710	which probiotics should i take	Generic	Expert
CS_14711	stop smoking benefits	Direct Answer	Expert
CS_14712	pruritus symptoms	Direct Answer	Expert
CS_14713	gist cancer life expectancy	Direct Answer	Expert
CS_14714	types of local anesthesia	Direct Answer	Expert
CS_14715	vnus closure	Generic	Expert
CS_14716	diet for dumping syndrome	Generic	Expert
CS_14717	do bananas cause gas	Direct Answer	Expert
CS_14718	diverticulum surgery	Generic	Expert
CS_14719	cure gum disease at home	Guide	Expert
CS_14720	facts about hepatitis	Direct Answer	Expert
CS_14721	ears surgery cost	Transactional	Expert
CS_14722	carefirst bluechoice	Generic	Expert
CS_14723	wrist pain diagnosis	Direct Answer	Expert
CS_14724	what is a pin stroke	Generic	Expert
CS_14725	cure for stomach acid	Guide	Expert
CS_14726	papillary carcinoma treatment	Direct Answer	Expert
CS_14727	what is vaginosis	Generic	Expert
CS_14728	flu vaccine consent form	Resource	Expert
CS_14729	communication strategies	Generic	Expert
CS_14730	itchy rash on chest	Generic	Expert
CS_14731	scpmg physician portal	Navigational	General
CS_14732	l thyroxine	Generic	Expert
CS_14733	hematology results	Direct Answer	Expert
CS_14734	herniated disk vs bulging disk	Generic	Expert
CS_14735	paranoia symptoms	Direct Answer	Expert
CS_14736	lichen planopilaris causes	Direct Answer	Expert
CS_14737	conjunctivitis symptoms	Direct Answer	Expert
CS_14738	increasing white blood cells	Direct Answer	Expert
CS_14739	what is a cat scan machine	Generic	Expert
CS_14740	throwing up bile	Generic	Expert
CS_14741	procter and gamble	Generic	General
CS_14742	what causes gas	Direct Answer	Expert
CS_14743	side effects of rhodiola	Direct Answer	Expert
CS_14744	urogynecology surgery	Generic	Expert
CS_14745	how are std transmitted	Direct Answer	Expert
CS_14746	small bowel obstruction diet	Generic	Expert
CS_14747	non hodgkinson lymphoma	Generic	Expert
CS_14748	signs of leg cancer	Direct Answer	Expert
CS_14749	treating a cracked rib	Guide	Expert
CS_14750	dust mite bite images	Resource	Expert
CS_14751	paranoid dementia symptoms	Direct Answer	Expert
CS_14752	stomach bloatedness	Generic	Expert
CS_14753	abnormal echocardiogram	Generic	Expert
CS_14754	what is pandas disease	Generic	Expert
CS_14755	causes of high estrogen	Direct Answer	Expert
CS_14756	duodenal cancer	Generic	Expert
CS_14757	informational websites	Navigational	General
CS_14758	edema after knee surgery	Generic	Expert
CS_14759	colorectal cancer signs	Direct Answer	Expert
CS_14760	summer camp medical forms	Resource	General
CS_14761	what is chronic constipation	Generic	Expert
CS_14762	how to heal a burn	Guide	Expert
CS_14763	facts about liver cancer	Generic	Expert
CS_14764	cluster headaches cures	Guide	Expert
CS_14765	oticon hearing aids price list	Generic	Expert
CS_14766	normal estrogen level	Direct Answer	Expert
CS_14767	eye cataract	Generic	Expert
CS_14768	remedy for dehydration	Direct Answer	Expert
CS_14769	causes of skin fungus rash	Direct Answer	Expert
CS_14770	what causes prostatitis	Direct Answer	Expert
CS_14771	stinging insects pictures	Resource	General
CS_14772	spitting up blood	Generic	Expert
CS_14773	hr and block emerald card	Navigational	General
CS_14774	immunoglobulin deficiency	Generic	Expert
CS_14775	benign adenomatous polyp	Generic	Expert
CS_14776	body lice symptoms pictures	Resource	Expert
CS_14777	medication for dizziness	Generic	Expert
CS_14778	what is dbt therapy	Generic	Expert
CS_14779	causes of extra heart beat	Direct Answer	Expert
CS_14780	orthopaedic knee surgeons	Direct Answer	General
CS_14781	muscular thigh pain	Generic	Expert
CS_14782	coenzyme q10	Generic	Expert
CS_14783	veterinary articles	Generic	General
CS_14784	prognosis for lupus	Direct Answer	Expert
CS_14785	swollen lump under armpit	Generic	Expert
CS_14786	what is heart ischemia	Generic	Expert
CS_14787	non surgical rhinoplasty cost	Transactional	Expert
CS_14788	prostate milking procedure	Generic	Expert
CS_14789	symptoms for stroke in women	Direct Answer	Expert
CS_14790	what is ptsd symptoms	Generic	Expert
CS_14791	painful tongue	Generic	Expert
CS_14792	diabetes and urine color	Generic	Expert
CS_14793	what is oil pulling therapy	Generic	Expert
CS_14794	foot injuries top of foot	Generic	Expert
CS_14795	what is slippery elm used for	Generic	Expert
CS_14796	symptoms of eye infection	Direct Answer	Expert
CS_14797	ouachita river stages	Generic	Expert
CS_14798	treatments for sleep apnea	Guide	Expert
CS_14799	dispensary finder	Navigational	General
CS_14800	short term memory loss	Generic	Expert
CS_14801	brain seizures after stroke	Direct Answer	Expert
CS_14802	herbs for kidney stones	Direct Answer	Expert
CS_14803	circulation booster best price	Transactional	General
CS_14804	labcorp requisition form	Resource	General
CS_14805	severe gastritis treatment	Guide	Expert
CS_14806	laminotomy procedure	Guide	Expert
CS_14807	what is a chemotherapy	Generic	Expert
CS_14808	major causes of diabetes	Direct Answer	Expert
CS_14809	stomach fibroids symptoms	Direct Answer	Expert
CS_14810	how to boost hemoglobin	Guide	General
CS_14811	sharp pain in little toe	Generic	Expert
CS_14812	laminectomy neck surgery	Generic	Expert
CS_14813	average wholesale price	Transactional	General
CS_14814	bruised ribs treatment	Guide	Expert
CS_14815	rheumatoid arthritis infusion	Generic	Expert
CS_14816	symptoms for kidney stones	Direct Answer	Expert
CS_14817	causes of hysterectomy	Direct Answer	Expert
CS_14818	yeast infection ear symptoms	Direct Answer	Expert
CS_14819	desiccated thyroid	Generic	Expert
CS_14820	prognosis of diabetes	Direct Answer	Expert
CS_14821	what causes white toenails	Direct Answer	Expert
CS_14822	how to treat measles	Guide	Expert
CS_14823	white spots on gums	Generic	Expert
CS_14824	what is plaque in arteries	Generic	Expert
CS_14825	enlarged ovaries symptoms	Direct Answer	Expert
CS_14826	bruising on hands	Generic	Expert
CS_14827	side effects of kalonji	Direct Answer	Expert
CS_14828	doctor arthritis specialist	Generic	Expert
CS_14829	tricare medical insurance	Generic	Expert
CS_14830	what is diastolic	Generic	Expert
CS_14831	eye biopsy procedure	Guide	Expert
CS_14832	circulation booster diabetes	Generic	Expert
CS_14833	shingles in the ear canal	Generic	Expert
CS_14834	hemorrhagic cyst in kidney	Generic	Expert
CS_14835	heart conditions	Generic	Expert
CS_14836	o positive blood	Generic	General
CS_14837	what causes sweaty hands	Direct Answer	Expert
CS_14838	treatment for restless legs	Guide	Expert
CS_14839	the symptoms of syphilis	Direct Answer	Expert
CS_14840	types of sleep apnea	Generic	Expert
CS_14841	fluid on the knee cap	Generic	Expert
CS_14842	names of heart conditions	Generic	General
CS_14843	vanderbilt hospital doctors	Navigational	General
CS_14844	old age spots on skin	Direct Answer	Expert
CS_14845	throat nodules polyps	Generic	Expert
CS_14846	survival rate of lung cancer	Direct Answer	Expert
CS_14847	alcoholism causes	Direct Answer	Expert
CS_14848	what is a distended bowel	Generic	Expert
CS_14849	walking pneumonia	Generic	Expert
CS_14850	weight loss vinegar	Generic	Expert
CS_14851	looking for a family doctor	Generic	Expert
CS_14852	lung clots treatment	Guide	Expert
CS_14853	what is uric acid serum	Generic	Expert
CS_14854	ganglion cyst home remedy	Guide	Expert
CS_14855	food list for gout patients	Direct Answer	Expert
CS_14856	what is a lung transplant	Generic	Expert
CS_14857	a to z list of diseases	Direct Answer	General
CS_14858	what is a benign hemangioma	Generic	Expert
CS_14859	cdc travel vaccines	Generic	Expert
CS_14860	red toes causes	Direct Answer	Expert
CS_14861	symptoms of period starting	Direct Answer	Expert
CS_14862	right renal cyst	Generic	Expert
CS_14863	how to circumcise	Guide	Expert
CS_14864	cure for c diff infection	Guide	Expert
CS_14865	creatinine in blood test	Generic	Expert
CS_14866	online peer reviewed journals	Generic	General
CS_14867	past life reincarnation test	Generic	General
CS_14868	best treatment for dementia	Guide	Expert
CS_14869	are pears good for diabetics	Direct Answer	Expert
CS_14870	how to treat bronchitis	Guide	Expert
CS_14871	problems of senior citizens	Generic	Expert
CS_14872	liver inflammation causes	Direct Answer	Expert
CS_14873	about knee replacement	Generic	Expert
CS_14874	diarrhea for a week	Generic	Expert
CS_14875	cancer lung lining	Generic	Expert
CS_14876	fast cure for cold sores	Direct Answer	Expert
CS_14877	oxalate diet	Guide	Expert
CS_14878	hip and thigh pain causes	Direct Answer	Expert
CS_14879	canadian diabetes guidelines	Guide	Expert
CS_14880	cure shin splints	Guide	Expert
CS_14881	an example of empathy	Generic	Expert
CS_14882	laryngitis and cough	Generic	Expert
CS_14883	foods to reduce gas	Direct Answer	Expert
CS_14884	millwright test	Generic	Expert
CS_14885	naturopathic doctors in pa	Direct Answer	General
CS_14886	peritoneal kidney dialysis	Generic	Expert
CS_14887	lungcancer symptoms	Direct Answer	Expert
CS_14888	what is drusen	Generic	Expert
CS_14889	refirme skin tightening cost	Transactional	Expert
CS_14890	allergic reaction rash	Generic	Expert
CS_14891	flaxseed oil health benefits	Direct Answer	General
CS_14892	ldl levels	Generic	Expert
CS_14893	muscular disorders	Generic	Expert
CS_14894	leg doctor specialist	Direct Answer	Expert
CS_14895	after effects of a colonoscopy	Direct Answer	Expert
CS_14896	signs symptoms lymphoma	Direct Answer	Expert
CS_14897	hole in the bladder	Generic	Expert
CS_14898	blood loss symptoms	Direct Answer	Expert
CS_14899	best migraine relief	Direct Answer	Opinion
CS_14900	chondrocalcinosis knee	Generic	Expert
CS_14901	benefits oil of oregano	Direct Answer	Expert
CS_14902	doctors in scottsdale az	Direct Answer	General
CS_14903	how is mrsa contracted	Guide	Expert
CS_14904	iron blood test results	Generic	Expert
CS_14905	laser surgery for bone spurs	Generic	Expert
CS_14906	side effects of flaxseed oil	Direct Answer	Expert
CS_14907	what causes myelofibrosis	Generic	Expert
CS_14908	pictures of leprosy victims	Resource	General
CS_14909	spinal compression	Generic	Expert
CS_14910	sinus abscess symptoms	Direct Answer	Expert
CS_14911	closed angle glaucoma	Generic	Expert
CS_14912	removal of cyst on face	Generic	Expert
CS_14913	pain in groin area male	Direct Answer	Expert
CS_14914	writing a bio on yourself	Generic	General
CS_14915	how to reduce a fever	Guide	Expert
CS_14916	celiac foods you can eat	Direct Answer	Expert
CS_14917	stop bleeding	Generic	Expert
CS_14918	cyst on spine surgery	Generic	Expert
CS_14919	lipoma in colon	Generic	Expert
CS_14920	bird mites on humans	Generic	Expert
CS_14921	tmj treatment options	Generic	Expert
CS_14922	novocaine side effects	Direct Answer	Expert
CS_14923	what causes tb	Direct Answer	Expert
CS_14924	ovarian cancer facts	Generic	Expert
CS_14925	riverview medical center nj	Generic	General
CS_14926	psa level scale	Generic	Expert
CS_14927	teenage scoliosis	Generic	Expert
CS_14928	komen race for a cure	Generic	General
CS_14929	krill oil benefits	Direct Answer	General
CS_14930	indian census records	Generic	General
CS_14931	diet for diverticular disease	Generic	Expert
CS_14932	disinfectant for mrsa	Generic	Expert
CS_14933	cancer stages of dying	Generic	Expert
CS_14934	what is fasciitis	Generic	Expert
CS_14935	tricuspid valve regurgitation	Generic	Expert
CS_14936	surgical procedure costs	Transactional	Expert
CS_14937	allergic bronchitis symptoms	Direct Answer	Expert
CS_14938	sam e dosage	Direct Answer	Expert
CS_14939	tendonitis treatment	Guide	Expert
CS_14940	constipation images	Resource	Expert
CS_14941	oral surgeon	Generic	General
CS_14942	acronym for stroke symptoms	Direct Answer	Expert
CS_14943	antibiotic for bowel infection	Generic	Expert
CS_14944	accident on rt 9	Generic	General
CS_14945	j tube vs g tube	Generic	Expert
CS_14946	dental hipaa forms free	Generic	Expert
CS_14947	apple cider vinegar lice	Generic	Expert
CS_14948	how to unstop ears	Guide	Expert
CS_14949	complications tooth extraction	Direct Answer	Expert
CS_14950	what are symptoms of angina	Direct Answer	Expert
CS_14951	causes of allergies	Direct Answer	Expert
CS_14952	hiv bumps	Generic	Expert
CS_14953	stages of vulvar cancer	Direct Answer	Expert
CS_14954	final lien waiver form	Resource	General
