CS_ID		Keyword	Intent_1	Authority
CS_22564		histamine allergy causes	Direct Answer	Expert
CS_22565		what is dizzy spells	Generic	Expert
CS_22566		bio identical hormones	Generic	Expert
CS_22567		sudden onset arthritis	Generic	Expert
CS_22568		ashwagandha reviews	Generic	General
CS_22569		normal platelet range	Generic	Expert
CS_22570		non-surgical treatment	Guide	Expert
CS_22571		lupus and shingles	Generic	Expert
CS_22572		red dots on legs	Generic	Expert
CS_22573		cataract operation procedure	Guide	Expert
CS_22574		hiv positive treatment	Guide	Expert
CS_22575		who tests for dyslexia	Direct Answer	Expert
CS_22576		stop pigeons on balcony	Generic	Opinion
CS_22577		best laxative for men	Direct Answer	Expert
CS_22578		water pollution in india	Generic	General
CS_22579		medical second opinion	Generic	Expert
CS_22580		statin side effects fda	Direct Answer	Expert
CS_22581		icd 10 online	Generic	General
CS_22582		facts about heart murmurs	Generic	Expert
CS_22583		stool infections	Generic	Expert
CS_22584		crohn's support group	Generic	General
CS_22585		xylitol health benefits	Direct Answer	Expert
CS_22586		what is autism like	Generic	Expert
CS_22587		muscle pain after anesthesia	Generic	Expert
CS_22588		type 2 diabetes natural cure	Guide	Expert
CS_22589		halls cough drops ingredients	Direct Answer	Expert
CS_22590		cure for heart failure	Guide	Expert
CS_22591		different types of moles	Generic	Expert
CS_22592		how to cure bloating	Guide	General
CS_22593		sharp heel pain in foot	Generic	Expert
CS_22594		hand tremors diabetes	Generic	Expert
CS_22595		cause of deforestation	Direct Answer	Expert
CS_22596		spinal specialists	Generic	Expert
CS_22597		lung failure symptoms	Direct Answer	Expert
CS_22598		ovary pictures	Resource	General
CS_22599		causes of hernia in women	Direct Answer	Expert
CS_22600		claritin dose for adults	Direct Answer	Expert
CS_22601		pictures about mumps	Resource	General
CS_22602		about peptic ulcer	Generic	Expert
CS_22603		magnets and pacemakers	Generic	Expert
CS_22604		read your blood work	Direct Answer	Expert
CS_22605		treatment bed bug bites	Guide	Expert
CS_22606		walk in clinic toronto	Direct Answer	General
CS_22607		urine dipstick test	Generic	Expert
CS_22608		calcium injections	Generic	Expert
CS_22609		boys age puberty	Generic	General
CS_22610		adrenal insufficiency causes	Direct Answer	Expert
CS_22611		cure for lipoma	Guide	Expert
CS_22612		causes of hiv	Direct Answer	Expert
CS_22613		gastric cancer prognosis	Direct Answer	Expert
CS_22614		symptoms of manic behavior	Direct Answer	Expert
CS_22615		foods for gastroparesis	Direct Answer	Expert
CS_22616		toenail melanoma prognosis	Generic	Expert
CS_22617		5 stages of renal failure	Direct Answer	Expert
CS_22618		about perimenopause	Generic	Expert
CS_22619		what causes paralysis	Direct Answer	Expert
CS_22620		what is a ana blood test	Generic	Expert
CS_22621		form 1-90	Resource	Expert
CS_22622		stages of osteoarthritis	Generic	Expert
CS_22623		where is bone marrow	Generic	Expert
CS_22624		nausea in children	Generic	Expert
CS_22625		malaria in usa	Generic	General
CS_22626		what is apd	Generic	Expert
CS_22627		recovery model mental health	Generic	Expert
CS_22628		what foods help gout	Direct Answer	Expert
CS_22629		skin disease white spots	Generic	Expert
CS_22630		pathology of diabetes type 2	Generic	Expert
CS_22631		morgellons skin disease	Generic	Expert
CS_22632		blood and clots in urine	Generic	Expert
CS_22633		what is quercetin used for	Generic	Expert
CS_22634		asthma and fever	Generic	Expert
CS_22635		symptoms of syrinx	Direct Answer	Expert
CS_22636		symptom for throat cancer	Direct Answer	Expert
CS_22637		bleeding eyes diabetes	Generic	Expert
CS_22638		lipo laser side effects	Direct Answer	Expert
CS_22639		what causes numb fingers	Direct Answer	Expert
CS_22640		best dentist for kids	Generic	Expert
CS_22641		b cell all leukemia	Generic	Expert
CS_22642		cocoa flavanol	Generic	Expert
CS_22643		medical records search	Generic	Expert
CS_22644		my e health	Navigational	General
CS_22645		hemorrhagic stroke symptoms	Direct Answer	Expert
CS_22646		pain in upper arm	Generic	Expert
CS_22647		red itchy rash	Generic	Expert
CS_22648		liposuction recovery	Generic	Expert
CS_22649		inflammatory etiology	Generic	Expert
CS_22650		first signs liver cancer	Direct Answer	Expert
CS_22651		fever no other symptoms	Direct Answer	Expert
CS_22652		bio waste disposal	Generic	Expert
CS_22653		what do piles look like	Resource	Expert
CS_22654		mold ingestion symptoms	Direct Answer	Expert
CS_22655		what is fistula disease	Generic	Expert
CS_22656		test your singing voice	Generic	Expert
CS_22657		how to tell if your psychic	Guide	General
CS_22658		radon gas testing	Generic	Expert
CS_22659		inguinal hernia images men	Resource	Expert
CS_22660		butterfly rash pictures	Resource	Expert
CS_22661		lupus rash vs rosacea	Generic	Expert
CS_22662		cold sore stages images	Resource	Expert
CS_22663		thumb joint pain swelling	Generic	Expert
CS_22664		stages of parkinson's	Generic	Expert
CS_22665		treatments for panic attacks	Guide	Expert
CS_22666		potassium high	Generic	Expert
CS_22667		foods against cancer	Direct Answer	Expert
CS_22668		doctors in tijuana	Generic	Expert
CS_22669		blackhead removal surgery	Generic	Expert
CS_22670		body spasms causes	Direct Answer	Expert
CS_22671		foods causing gas	Direct Answer	Expert
CS_22672		where can i buy arnica gel	Transactional	General
CS_22673		symptoms of having diabetes	Direct Answer	Expert
CS_22674		over the counter ear ache	Direct Answer	Expert
CS_22675		sage herbal remedies	Direct Answer	Expert
CS_22676		ataxia causes	Direct Answer	Expert
CS_22677		severe pain in side	Generic	Expert
CS_22678		complex ovarian cyst causes	Direct Answer	Expert
CS_22679		facial palsy symptoms	Direct Answer	Expert
CS_22680		saba ace side effects	Direct Answer	Expert
CS_22681		pediatric gastroenterologist	Generic	Expert
CS_22682		cpt codes for psychiatry	Direct Answer	Expert
CS_22683		pygeum africanum side effects	Direct Answer	Expert
CS_22684		how to improve mental health	Guide	Expert
CS_22685		back pain when swallowing	Direct Answer	Expert
CS_22686		red scalp rash	Generic	Expert
CS_22687		nausea after chemotherapy	Generic	Expert
CS_22688		mouth cancer early signs	Direct Answer	Expert
CS_22689		stroke recovery stories	Generic	General
CS_22690		what is a t4 test	Generic	Expert
CS_22691		c diff stool transplant	Generic	Expert
CS_22692		dementia exercises	Generic	Expert
CS_22693		dr mehta cardiologist	Generic	General
CS_22694		dental health articles	Generic	General
CS_22695		nuclear stress testing	Generic	Expert
CS_22696		foods that trigger cold sores	Direct Answer	Expert
CS_22697		cbc cmp blood test	Generic	Expert
CS_22698		ovarian polyps symptoms	Direct Answer	Expert
CS_22699		scaly skin on legs	Generic	Expert
CS_22700		cyst disease	Generic	Expert
CS_22701		weak legs and dizziness	Generic	Expert
CS_22702		signs of toenail fungus	Direct Answer	Expert
CS_22703		aortic aneurysm prognosis	Generic	Expert
CS_22704		different types of tb	Direct Answer	Expert
CS_22705		primary peritoneal carcinoma	Generic	Expert
CS_22706		best allergy medicine	Direct Answer	Opinion
CS_22707		what is club foot	Generic	Expert
CS_22708		omeprazole 10mg	Generic	Expert
CS_22709		shoulder dr	Generic	Expert
CS_22710		types of viral infections	Generic	Expert
CS_22711		types of thyroid	Direct Answer	Expert
CS_22712		remedies for losing voice	Guide	Expert
CS_22713		information on tinnitus	Generic	Expert
CS_22714		common eye infections	Direct Answer	Expert
CS_22715		best remedy for cellulite	Direct Answer	Expert
CS_22716		scorpion bites	Generic	Expert
CS_22717		pneumococcal antibody titers	Generic	Expert
CS_22718		cough expectorant	Generic	General
CS_22719		hot flashes in women	Generic	Expert
CS_22720		immune therapy	Generic	Expert
CS_22721		clear lungs review	Direct Answer	Expert
CS_22722		diabetes glucose numbers	Generic	Expert
CS_22723		can you get gout in your heel	Generic	Expert
CS_22724		radiology cpt codes list	Resource	General
CS_22725		stem cell therapy canada	Direct Answer	Expert
CS_22726		hip and groin pain causes	Direct Answer	Expert
CS_22727		signs of late stage cancer	Direct Answer	Expert
CS_22728		colon cancer test	Direct Answer	Expert
CS_22729		nose surgery side effects	Direct Answer	Expert
CS_22730		symptoms intestinal blockage	Direct Answer	Expert
CS_22731		bad breath from throat	Generic	Expert
CS_22732		bariatric surgery questions	Generic	Expert
CS_22733		retinal tear	Generic	Expert
CS_22734		what symptoms of diabetes	Direct Answer	Expert
CS_22735		best fever blister treatment	Guide	Expert
CS_22736		triglycerides over 200	Generic	Expert
CS_22737		food addiction symptoms	Direct Answer	Expert
CS_22738		ablation heart	Generic	Expert
CS_22739		cpt 4 codes	Direct Answer	General
CS_22740		second knee replacement	Generic	Expert
CS_22741		what is kangen water	Generic	Expert
CS_22742		what should your hdl be	Direct Answer	Expert
CS_22743		lasik eye surgery	Generic	Expert
CS_22744		abscess tooth complications	Generic	Expert
CS_22745		bilateral maxillary sinusitis	Generic	Expert
CS_22746		alcohol and seizures	Direct Answer	Expert
CS_22747		pill search	Generic	General
CS_22748		petite seizures symptoms	Direct Answer	Expert
CS_22749		keratoconus surgery cost	Transactional	General
CS_22750		pain in my toes	Generic	Expert
CS_22751		ptsd symptoms in veterans	Direct Answer	Expert
CS_22752		how to get rid of dry mouth	Guide	Expert
CS_22753		slow bowel movement	Generic	Expert
CS_22754		alcohol death rate	Direct Answer	Expert
CS_22755		itchy rash on forehead	Generic	Expert
CS_22756		roseola rash treatment	Guide	Expert
CS_22757		preventing shin splints	Guide	Expert
CS_22758		pictures of ncis	Resource	General
CS_22759		blank immunization chart	Resource	General
CS_22760		walking pneumonia duration	Direct Answer	Expert
CS_22761		bacterial meningitis facts	Generic	Expert
CS_22762		non constipating foods	Direct Answer	Expert
CS_22763		florida spine institute	Navigational	General
CS_22764		vaginosis treatment	Guide	Expert
CS_22765		life without a gallbladder	Generic	Expert
CS_22766		allscripts emr	Generic	Expert
CS_22767		causes of colitis	Direct Answer	Expert
CS_22768		ewing's sarcoma	Generic	Expert
CS_22769		treating a spider bite	Guide	Expert
CS_22770		what are some signs of hiv	Direct Answer	Expert
CS_22771		a typical cells	Generic	Expert
CS_22772		reiters syndrome symptoms	Direct Answer	Expert
CS_22773		ganglion cyst in knee	Generic	Expert
CS_22774		panic disorder treatments	Guide	Expert
CS_22775		umc physicians	Generic	General
CS_22776		mycosis fungoides symptoms	Direct Answer	Expert
CS_22777		magnetic bracelets reviews	Generic	General
CS_22778		hospice diagnosis criteria	Generic	Expert
CS_22779		brain bleed surgery	Generic	Expert
CS_22780		principal procedure codes	Direct Answer	Expert
CS_22781		adhd side effects	Direct Answer	Expert
CS_22782		raised white blood cell count	Generic	Expert
CS_22783		back of knee pain after sitting	Generic	Expert
CS_22784		aloecure review	Direct Answer	General
CS_22785		effects of mold	Direct Answer	Expert
CS_22786		list of basal insulins	Generic	Expert
CS_22787		emsi flex it	Generic	Expert
CS_22788		end stage kidney disease	Generic	General
CS_22789		hepatitis c side effects	Direct Answer	Expert
CS_22790		list of all disease	Resource	Expert
CS_22791		deteriorating disc disease	Generic	Expert
CS_22792		depression self test	Direct Answer	Expert
CS_22793		foods low in fiber	Generic	Expert
CS_22794		excisional biopsy procedure	Generic	Expert
CS_22795		stomach bloating after surgery	Generic	Expert
CS_22796		abnormal troponin i level	Generic	Expert
CS_22797		healing mouth sores	Direct Answer	Expert
CS_22798		knee sprain exercises	Direct Answer	Expert
CS_22799		head shaking in elderly	Generic	Expert
CS_22800		ammonia testing	Generic	Expert
CS_22801		how do i get the hiccups	Direct Answer	Expert
CS_22802		brain metastasis symptoms	Direct Answer	Expert
CS_22803		treating sugar addiction	Generic	Expert
CS_22804		cost of liver function test	Transactional	Expert
CS_22805		foot and ankle pain treatment	Guide	Expert
CS_22806		gluteus minimus tendinosis	Generic	Expert
CS_22807		bladder control for men	Generic	Expert
CS_22808		what is normal for blood sugar	Generic	Expert
CS_22809		is plantar fasciitis curable	Direct Answer	Expert
CS_22810		follicular cancer	Generic	Expert
CS_22811		noncalcified pulmonary nodule	Generic	Expert
CS_22812		non aggressive cancer	Generic	Expert
CS_22813		dental disease	Generic	Expert
CS_22814		hip mri images	Resource	Expert
CS_22815		stage four lymphoma	Generic	Expert
CS_22816		do i have hiv	Generic	Expert
CS_22817		advil and diabetes	Generic	Expert
CS_22818		side effects of tuberculosis	Direct Answer	Expert
CS_22819		local emergency dentist	Direct Answer	Expert
CS_22820		scirex wisdom teeth	Generic	Expert
CS_22821		pain in left hip area	Generic	Expert
CS_22822		infected flea bite pictures	Resource	Expert
CS_22823		gout and chocolate	Generic	Expert
CS_22824		causes kidney problems	Direct Answer	Expert
CS_22825		sports injuries information	Generic	Expert
CS_22826		ear nose throat surgeons	Generic	Expert
CS_22827		the symptoms of tb	Direct Answer	Expert
CS_22828		what do i take for the flu	Generic	Expert
CS_22829		palliative care at home	Generic	General
CS_22830		where can i buy zilactin	Transactional	Expert
CS_22831		ask a medical question for free	Generic	General
CS_22832		lab week games	Generic	General
CS_22833		ginger and turmeric	Generic	Expert
CS_22834		what is dandelion	Generic	General
CS_22835		who sells chia seeds	Transactional	Expert
CS_22836		family doctors in nj	Generic	General
CS_22837		skullcap herb benefits	Direct Answer	Expert
CS_22838		causes blisters feet	Direct Answer	Expert
CS_22839		cpt code for hypertension	Direct Answer	Expert
CS_22840		prisma wound dressing	Generic	Expert
CS_22841		fall prevention images	Resource	Expert
CS_22842		best cough syrup for children	Direct Answer	General
CS_22843		cosmetic doctor	Generic	General
CS_22844		hearing aid scams	Generic	General
CS_22845		how to cure bad breath fast	Guide	Expert
CS_22846		things that trigger asthma	Direct Answer	Expert
CS_22847		autistic symptoms checklist	Resource	Expert
CS_22848		benign tumor symptoms	Direct Answer	Expert
CS_22849		toxic poisoning symptoms	Direct Answer	Expert
CS_22850		kidney failure information	Generic	General
CS_22851		skin lesions photos	Resource	Expert
CS_22852		what is heart rhythm	Generic	Expert
CS_22853		causes of uti	Direct Answer	Expert
CS_22854		pyria gum disease symptoms	Direct Answer	Expert
CS_22855		epic electronic charting	Generic	Expert
CS_22856		risk for breast cancer	Direct Answer	Expert
CS_22857		hormonal injections	Generic	Expert
CS_22858		alk phosphatase high	Generic	Expert
CS_22859		is melanoma contagious	Direct Answer	Expert
CS_22860		correct this sentence for me	Generic	Expert
CS_22861		3.6 white blood count	Generic	Expert
CS_22862		electronic marketing	Generic	General
CS_22863		what is cpap machine	Generic	Expert
CS_22864		hernia symptoms in a male	Direct Answer	Expert
CS_22865		body piercing types pictures	Resource	General
CS_22866		benefits of acupuncture	Direct Answer	Expert
CS_22867		cell salts benefits	Generic	Expert
CS_22868		vaginal discharge	Generic	Expert
CS_22869		cmv igg ab positive	Generic	Expert
CS_22870		oak wilt pictures	Resource	General
CS_22871		impetigo images	Resource	Expert
CS_22872		facts about domestic abuse	Generic	General
CS_22873		otolaryngology diseases	Generic	Expert
CS_22874		diverticulitis flare ups	Direct Answer	Expert
CS_22875		walk in clinic in markham	Generic	General
CS_22876		liver located in	Generic	General
